Date,Benchmark,Original,Optimized,Optimized_Alpha
2023-01-03,1.0208464318542412,1.0180419268656073,0.996547058147408,-0.02380316269773941
2023-01-04,1.0217246551478667,1.0179134595598431,0.9901448338944723,-0.03090834805080056
2023-01-05,1.0377143506474023,1.0308117376292414,1.0011750101260792,-0.03521136669115843
2023-01-06,1.0377143506474023,1.0308117376292414,1.0011750101260792,-0.03521136669115843
2023-01-07,1.0377143506474023,1.0308117376292414,1.0011750101260792,-0.03521136669115843
2023-01-08,1.0655768912918746,1.048383651715797,1.0126615216139891,-0.049658893797642656
2023-01-09,1.0588287855328262,1.0444459592446205,1.0026429932201228,-0.05306409599020245
2023-01-10,1.067124572126274,1.0552525091964369,1.009431519580951,-0.05406402781108133
2023-01-11,1.074569383322647,1.0646236232969795,0.9852182118796411,-0.08315067675455778
2023-01-12,1.0857394206720046,1.072401773957557,0.9842825394684979,-0.09344496411552528
2023-01-13,1.0857394206720046,1.072401773957557,0.9842825394684979,-0.09344496411552528
2023-01-14,1.0857394206720046,1.072401773957557,0.9842825394684979,-0.09344496411552528
2023-01-15,1.0870647371044608,1.079051052805442,0.9875048675034932,-0.09158596190522961
2023-01-16,1.0880442708445763,1.0825657358990566,0.9832304748383878,-0.09633228979260977
2023-01-17,1.1019752614883944,1.0891533451869624,0.9891624345904707,-0.10237328444701366
2023-01-18,1.067681789909334,1.0613323725034391,0.9833791695458607,-0.07895856345984154
2023-01-19,1.0651663146282604,1.061354597287802,0.9692477003462108,-0.09005036393356558
2023-01-20,1.0651663146282604,1.061354597287802,0.9692477003462108,-0.09005036393356558
2023-01-21,1.0651663146282604,1.061354597287802,0.9692477003462108,-0.09005036393356558
2023-01-22,1.0861917555517624,1.0728438748876084,0.9746509567783969,-0.10268978585342436
2023-01-23,1.08267434240852,1.0698284319626883,0.9789326536113221,-0.09581984603644877
2023-01-24,1.0773976205198679,1.0644545192415282,0.9730895900980083,-0.09681479561049022
2023-01-25,1.0951982549088457,1.0761815667782741,0.9855464316444391,-0.10012052409043781
2023-01-26,1.102251940070096,1.0837708141138276,0.9914493154368591,-0.10052386446803685
2023-01-27,1.102251940070096,1.0837708141138276,0.9914493154368591,-0.10052386446803685
2023-01-28,1.102251940070096,1.0837708141138276,0.9914493154368591,-0.10052386446803685
2023-01-29,1.0960446752525308,1.0830228894850813,0.9955258682441448,-0.0917105016592743
2023-01-30,1.0955421160022483,1.081360331758761,0.9852234628217192,-0.10069777470819075
2023-01-31,1.1087483930615567,1.0895060194071666,0.9860813147718733,-0.11063563118316333
2023-02-01,1.168465018878943,1.1381659257954007,0.990684441430718,-0.15214882309338829
2023-02-02,1.1726869281189662,1.1381528363969113,1.0071941166936127,-0.14112275617398606
2023-02-03,1.1726869281189662,1.1381528363969113,1.0071941166936127,-0.14112275617398606
2023-02-04,1.1726869281189662,1.1381528363969113,1.0071941166936127,-0.14112275617398606
2023-02-05,1.1520064353230668,1.123561455228702,0.9947209960443746,-0.13653173667782792
2023-02-06,1.1480307191838257,1.1244481393677008,0.9921123650054727,-0.135813747465922
2023-02-07,1.1313594507830864,1.1202625797704255,0.9965931700415697,-0.11911888891566369
2023-02-08,1.1433013758462862,1.1246726841593104,0.9992797909147307,-0.125969921819563
2023-02-09,1.1196344716515736,1.09892693693431,0.9911339289372226,-0.11477008431582114
2023-02-10,1.1196344716515736,1.09892693693431,0.9911339289372226,-0.11477008431582114
2023-02-11,1.1196344716515736,1.09892693693431,0.9911339289372226,-0.11477008431582114
2023-02-12,1.1297126386276122,1.1022914254417733,0.9943103973442489,-0.11985547178426847
2023-02-13,1.1331484885387784,1.1063530059601303,1.0006841220398461,-0.11689938947873302
2023-02-14,1.1442261771218218,1.1117561185149991,1.0060734693173001,-0.12073898549675732
2023-02-15,1.147241367771624,1.1158536157881527,1.0144854494755764,-0.11571751335458702
2023-02-16,1.132930574501816,1.1026388696573906,1.0103492970361991,-0.10819840175954254
2023-02-17,1.132930574501816,1.1026388696573906,1.0103492970361991,-0.10819840175954254
2023-02-18,1.132930574501816,1.1026388696573906,1.0103492970361991,-0.10819840175954254
2023-02-19,1.1277615249707975,1.098877788010778,1.011198949870964,-0.10335746744228735
2023-02-20,1.1147689779002938,1.0929454042392965,1.0130041657482043,-0.09128780417245475
2023-02-21,1.1098321498418338,1.0902391544295216,1.0125062424613944,-0.08769425844647738
2023-02-22,1.1142870907024491,1.093294614448184,1.0108751100101407,-0.09280550906061136
2023-02-23,1.0942807163679376,1.0780603228087207,1.0140697778013263,-0.07330014809439567
2023-02-24,1.0942807163679376,1.0780603228087207,1.0140697778013263,-0.07330014809439567
2023-02-25,1.0942807163679376,1.0780603228087207,1.0140697778013263,-0.07330014809439567
2023-02-26,1.109773166008173,1.0899033611744449,1.0177379609252424,-0.08293154664567992
2023-02-27,1.1042188294969122,1.089558536403726,1.0105148443549845,-0.08485997760481923
2023-02-28,1.096125342286438,1.084020209635539,1.0076130489806467,-0.08075015683987485
2023-03-01,1.0978431243184792,1.0876863743137464,1.0067926038100048,-0.08293582069386907
2023-03-02,1.1208721623209557,1.1038032490358518,1.0180942175291052,-0.09169461803657541
2023-03-03,1.1208721623209557,1.1038032490358518,1.0180942175291052,-0.09169461803657541
2023-03-04,1.1208721623209557,1.1038032490358518,1.0180942175291052,-0.09169461803657541
2023-03-05,1.1281592284105801,1.1089130924736854,1.0094036949046838,-0.10526486910292476
2023-03-06,1.1127557811935704,1.0990341921624214,1.0031979604456318,-0.09845630335025002
2023-03-07,1.121624041436141,1.1036334235479979,1.0106575240288571,-0.09893379002932301
2023-03-08,1.1281071453352443,1.1089187916552932,1.0172266425006598,-0.09828898194030466
2023-03-09,1.1109470521076164,1.0914215916449261,1.0081899584593332,-0.09249504146335241
2023-03-10,1.1109470521076164,1.0914215916449261,1.0081899584593332,-0.09249504146335241
2023-03-11,1.1109470521076164,1.0914215916449261,1.0081899584593332,-0.09249504146335241
2023-03-12,1.0828282949250352,1.0617669932911342,0.986343186087428,-0.08910471705422784
2023-03-13,1.1039310114976315,1.078154230433644,0.9904338201462464,-0.10281185161870843
2023-03-14,1.0788781889389294,1.0475561769626616,0.9722152143901829,-0.0988647056195
2023-03-15,1.107304976887064,1.0683697809467534,0.9808438783894177,-0.11420620437665052
2023-03-16,1.1031266803913127,1.0597988734549357,0.9847250243442545,-0.10733278249154266
2023-03-17,1.1031266803913127,1.0597988734549357,0.9847250243442545,-0.10733278249154266
2023-03-18,1.1031266803913127,1.0597988734549357,0.9847250243442545,-0.10733278249154266
2023-03-19,1.1089199730035912,1.0629544101700759,0.9875017546977762,-0.10949231798661252
2023-03-20,1.1171507697259757,1.0761306149546654,0.9998869655614138,-0.10496685616868473
2023-03-21,1.118732131507596,1.075972458466501,1.0018220852236104,-0.10450226912356442
2023-03-22,1.1328386933964338,1.0839800338394425,0.9998905243321538,-0.11735842873240843
2023-03-23,1.1094136708001237,1.064395283103275,0.9927347927389485,-0.10517166060972083
2023-03-24,1.1094136708001237,1.064395283103275,0.9927347927389485,-0.10517166060972083
2023-03-25,1.1094136708001237,1.064395283103275,0.9927347927389485,-0.10517166060972083
2023-03-26,1.1187797649304483,1.0730697765814399,1.00332973946654,-0.10319280798851915
2023-03-27,1.1004276324047848,1.063333572725007,1.0013185215911249,-0.09006417859307558
2023-03-28,1.127482951315039,1.079581695714073,1.0126165020950588,-0.10187865731007806
2023-03-29,1.1582845440134006,1.1079437308949218,1.0325168419747046,-0.10858100687670147
2023-03-30,1.1674237581481417,1.118305169310362,1.0367581724721462,-0.11192644038979249
2023-03-31,1.1674237581481417,1.118305169310362,1.0367581724721462,-0.11192644038979249
